0.112971 0.324268
0.111338 0.336054
0.118769 0.32736
0.115366 0.326241
0.112991 0.341678
0.112117 0.294872
0.126726 0.325187
0.117699 0.345103
0.115301 0.349155
0.114434 0.348505
0.114218 0.349805
0.132447 0.334884
0.113987 0.333787
0.116172 0.321601
0.116048 0.345491
0.0453057 0.0605895
0.106731 0.264682
0.122542 0.329904
0.124101 0.320111
0.10311 0.265139
0.103948 0.265915
0.111864 0.336949
0.118359 0.329523
0.124739 0.318467
0.104318 0.268705
0.113827 0.336728
0.12023 0.326207
0.1115 0.327502
0.119664 0.348374
0.117647 0.297096
0.113174 0.337533
0.119458 0.32736
0.116788 0.349038
0.115568 0.335826
0.115453 0.348344
0.112045 0.32423
0.123937 0.34698
0.112619 0.295626
0.108858 0.315385
0.120479 0.35817
0.116788 0.349038
0.118046 0.353482
0.114746 0.312945
0.112354 0.327273
0.117231 0.349038
0.117578 0.326087
0.117921 0.344437
0.108594 0.341772
0.117673 0.348374
0.111037 0.339107
0.114868 0.349805
0.114218 0.348505
0.117673 0.348374
0.114651 0.348505
0.115301 0.348505
0.114218 0.349155
0.117231 0.349038
0.114651 0.349155
0.116168 0.350455
0.114434 0.349805
0.118115 0.348374
0.107579 0.333794
0.118837 0.325835
0.103655 0.264594
0.115699 0.354194
0.117949 0.372436
0.113461 0.335607
0.114651 0.348505
0.111579 0.310175
0.116048 0.344828
0.108425 0.327348
0.112789 0.327385
0.116788 0.349038
0.116269 0.344828
0.115164 0.345491
0.117326 0.328786
0.148064 0.291101
0.11701 0.349701
0.107985 0.272508
0.105927 0.2679
0.146717 0.288636
0.116788 0.349038
0.108159 0.272142
0.116788 0.349038
0.117881 0.335099
0.117673 0.347047
0.105023 0.267526
0.116788 0.349038
0.104983 0.270184
0.105645 0.26371
0.117673 0.349038
0.116788 0.349038
0.102604 0.279196
0.124525 0.345406
0.116788 0.349038
0.106097 0.269138
0.0988889 0.248333
0.116788 0.349038
0.104301 0.265323
0.107891 0.2657
0.0999225 0.275755
0.126283 0.350067
0.107796 0.265323
0.116788 0.349038
0.114355 0.337757
0.117231 0.349038
0.116788 0.348374
0.124301 0.345406
0.114355 0.337094
0.118792 0.342282
0.124301 0.345406
0.123995 0.346515
0.114355 0.337094
0.126035 0.349899
0.117673 0.348374
0.117231 0.349038
0.114355 0.337094
0.118558 0.349038
0.117673 0.348374
0.124972 0.345406
0.115019 0.338421
0.117894 0.349038
0.117231 0.349038
0.117673 0.348374
0.113821 0.342782
0.117894 0.349038
0.115699 0.354194
0.117231 0.349038
0.114355 0.337757
0.117231 0.348374
0.101746 0.290812
0.118115 0.348374
0.114798 0.337757
0.116125 0.348374
0.107843 0.292609
0.117894 0.349038
0.105458 0.267886
0.117452 0.348374
0.117231 0.348374
0.117231 0.348374
0.114407 0.308616
0.148656 0.285388
0.146292 0.289294
0.107843 0.292609
0.106529 0.29676
0.119342 0.320302
0.147074 0.283206
0.118558 0.349038
0.117661 0.314147
0.106742 0.261637
0.118322 0.335762
0.117231 0.349038
0.105945 0.284299
0.121357 0.324454
0.145227 0.286371
0.117822 0.323267
0.101112 0.277735
0.117917 0.320716
0.111966 0.313506
0.101302 0.271875
0.114713 0.318621
0.114355 0.338421
0.102246 0.274981
0.118444 0.334
0.131742 0.339523
0.100336 0.277735
0.116744 0.33489
0.115019 0.338421
0.114134 0.337757
0.115981 0.337317
0.115019 0.338421
0.114355 0.337094
0.119176 0.333333
0.114355 0.337757
0.114355 0.337757
0.11828 0.348914
0.114355 0.338421
0.114355 0.338421
0.114134 0.339084
0.114355 0.337757
0.114355 0.338421
0.114355 0.337757
0.114134 0.337757
0.114355 0.338421
0.114355 0.337757
0.109109 0.296547
0.114134 0.339084
0.114355 0.337757
0.118936 0.331321
0.115461 0.337757
0.114355 0.337757
0.111271 0.307251
0.116552 0.315862
0.115461 0.337757
0.103913 0.289634
0.11329 0.300654
0.117778 0.332667
0.113936 0.310734
0.114305 0.332888
0.115148 0.338838
0.114133 0.316597
0.114801 0.311191
0.111694 0.288606
0.116728 0.304029
0.119641 0.33064
0.123415 0.33356
0.120592 0.338567
0.115972 0.332878
0.11506 0.334928
0.111111 0.308458
0.110883 0.328542
0.110883 0.328542
0.114605 0.334928
0.114833 0.332878
0.115288 0.333561
0.114377 0.333561
0.114823 0.311065
0.119991 0.315497
0.114881 0.337991
0.1189 0.323711
0.11454 0.322581
0.120915 0.353595
0.1222 0.357469
0.121569 0.355556
0.120776 0.356442
0.121489 0.355976
0.119527 0.323141
0.116724 0.334471
0.116553 0.334694
0.111111 0.322291
0.131579 0.334683
0.132146 0.348945
0.118687 0.329201
0.133198 0.332657
0.131496 0.33871
0.131039 0.344805
0.126016 0.335366
0.129032 0.338038
0.128722 0.339825
0.125109 0.351175
0.123681 0.342761
0.115738 0.331766
0.105568 0.303855
0.117032 0.316058
0.104719 0.295231
0.116691 0.315138
0.131724 0.321379
0.115942 0.331773
0.115184 0.329939
0.117883 0.328868
0.112194 0.293853
0.114193 0.316921
0.112447 0.292261
0.112472 0.327891
0.115135 0.312674
0.111416 0.326012
0.12159 0.318308
0.113013 0.336406
0.114833 0.332878
0.114967 0.302965
0.127239 0.320307
0.114206 0.316156
0.129944 0.330169
0.119382 0.316011
0.114431 0.303936
0.111694 0.288606
0.115744 0.336295
0.114934 0.305271
0.115288 0.333561
0.123163 0.321903
0.115516 0.336295
0.119788 0.310195
0.116071 0.321429
0.116496 0.337884
0.1162 0.332878
0.123491 0.334928
0.115586 0.333788
0.115358 0.329693
0.115972 0.332878
0.111719 0.327633
0.115135 0.314763
0.110422 0.323691
0.112225 0.309456
0.120306 0.319889
0.115972 0.333561
0.114747 0.348168
0.107191 0.275862
0.115516 0.333561
0.120977 0.30303
0.120261 0.329379
0.1162 0.333561
0.1118 0.323691
0.121866 0.353826
0.116427 0.333561
0.118015 0.309249
0.120019 0.313643
0.116427 0.332878
0.110506 0.336283
0.113747 0.325192
0.11792 0.316156
0.116306 0.313329
0.121589 0.354944
0.116678 0.311761
0.114833 0.332878
0.121648 0.355134
0.11726 0.353096
0.113766 0.337201
0.120056 0.325468
0.119097 0.328681
0.127472 0.321005
0.119296 0.323836
0.114348 0.314639
0.128276 0.31872
0.116402 0.331263
0.120836 0.353364
0.11506 0.334928
0.111111 0.322291
0.121133 0.355556
0.116496 0.337884
0.130205 0.346332
0.114312 0.321153
0.115516 0.336295
0.132459 0.348197
0.12143 0.35448
0.111111 0.327846
0.121786 0.355556
0.130575 0.321379
0.110648 0.329167
0.115883 0.334015
0.114998 0.335391
0.1162 0.333561
0.110497 0.322514
0.130646 0.323141
0.116427 0.332878
0.111951 0.325549
0.129463 0.320663
0.114605 0.334245
0.131655 0.34725
0.127869 0.345574
0.123002 0.319666
0.118228 0.328512
0.12639 0.330837
0.116172 0.349175
0.118457 0.328512
0.128737 0.339357
0.125765 0.335826
0.130081 0.343441
0.125397 0.327891
0.113992 0.322355
0.128223 0.321823
0.116268 0.300218
0.120577 0.317039
0.125453 0.33288
0.112827 0.331766
0.115376 0.323796
0.126588 0.347569
0.108455 0.282961
0.117818 0.336687
0.129704 0.338038
0.106165 0.290867
0.121351 0.355556
0.131614 0.344577
0.114112 0.321168
0.120558 0.35448
0.124886 0.326294
0.116124 0.306213
0.119824 0.325468
0.116896 0.302965
0.114355 0.30438
0.115862 0.330345
0.125141 0.349764
0.114083 0.325789
0.11058 0.330375
0.111275 0.310243
0.114958 0.329939
0.133063 0.337618
0.103395 0.284722
0.118457 0.329201
0.114202 0.317716
0.133113 0.346358
0.117275 0.315328
0.131712 0.34977
0.114591 0.3059
0.112785 0.322603
0.113827 0.329939
0.130071 0.344577
0.132626 0.348806
0.125233 0.319832
0.12483 0.329715
0.12025 0.35557
0.120763 0.333333
0.114618 0.331095
0.123557 0.338764
0.11103 0.309144
0.110292 0.302137
0.113056 0.320204
0.117618 0.313324
0.11833 0.331547
0.117135 0.328648
0.111488 0.330393
0.12238 0.331981
0.114319 0.316197
0.115184 0.329939
0.11194 0.329715
0.115184 0.329939
0.115411 0.330618
0.118519 0.336027
0.127645 0.331058
0.126114 0.342914
0.113938 0.355512
0.128793 0.329737
0.122018 0.32788
0.116678 0.323591
0.116678 0.320807
0.121086 0.318024
0.122495 0.327869
0.123188 0.328125
0.123087 0.340652
0.12678 0.324746
0.123297 0.337193
0.122749 0.348232
0.117092 0.333333
0.115482 0.334714
0.11567 0.335188
0.117511 0.330326
0.120222 0.342
0.131883 0.329028
0.120485 0.334019
0.104459 0.298596
0.113723 0.296437
0.109471 0.290037
0.115942 0.312763
0.134196 0.324251
0.131561 0.32788
0.131423 0.327422
0.134633 0.335349
0.130219 0.331077
0.133061 0.325613
0.121525 0.323225
0.118184 0.330595
0.117406 0.335154
0.112634 0.324195
0.119897 0.319804
0.119308 0.329918
0.120266 0.344186
0.122494 0.347654
0.1184 0.324494
0.114149 0.326042
0.13573 0.354902
0.111488 0.330393
0.115411 0.330618
0.11785 0.323225
0.114958 0.329939
0.115184 0.32926
0.121935 0.330381
0.123507 0.331305
0.130489 0.391466
0.115286 0.316632
0.11439 0.32464
0.115184 0.32926
0.130159 0.329932
0.112393 0.331072
0.116125 0.331121
0.115184 0.329939
0.126246 0.337542
0.119601 0.346844
0.11691 0.318024
0.131079 0.344828
0.116446 0.322895
0.127228 0.340909
0.120833 0.326389
0.117092 0.333333
0.121467 0.319551
0.122853 0.355512
0.11923 0.322895
0.122092 0.32481
0.118513 0.319074
0.115942 0.321879
0.123586 0.361619
0.115942 0.321178
0.124537 0.361855
0.117142 0.322199
0.11807 0.32707
0.122123 0.328776
0.122081 0.348232
0.118913 0.311348
0.115252 0.331953
0.124381 0.32861
0.112147 0.312052
0.122713 0.330656
0.114332 0.335404
0.119413 0.332221
0.116354 0.33102
0.124089 0.327869
0.119437 0.336512
0.116134 0.333797
0.126952 0.327902
0.117293 0.335188
0.117852 0.299861
0.120642 0.261506
0.118913 0.278014
0.110646 0.296374
0.111614 0.239819
0.139702 0.412831
0.108322 0.309623
0.108322 0.34728
0.109252 0.346583
0.108787 0.348675
0.119014 0.324268
0.113436 0.286611
0.0978615 0.193863
0.111808 0.329847
0.112738 0.878661
0.111826 0.236525
0.0846118 0.178522
0.141097 0.390516
0.112506 0.921897
0.106903 0.230459
0.117852 0.306834
0.113901 0.337517
0.141562 0.389121
0.110754 0.237329
0.111111 0.284519
0.121106 0.260112
0.115699 0.270819
0.116225 0.327755
0.110449 0.238273
0.108554 0.316597
0.120177 0.260809
0.115063 0.328452
0.111808 0.294282
0.107857 0.317992
